"id","reference","title","createdAt","publishedAt","updatedAt","trashed","trashedStatus","authorId","authorType","authorZipCode","QUXVlc3Rpb246MTA3 - En qui faites-vous le plus confiance pour vous faire représenter dans la société et pourquoi ?","QUXVlc3Rpb246MTA4 - En dehors des élus politiques, faut-il donner un rôle plus important aux associations et aux organisations syndicales et professionnelles ?","QUXVlc3Rpb246MTA5 - Si oui, à quel type d'associations ou d'organisations ? Et avec quel rôle ?","QUXVlc3Rpb246MTEw - Que faudrait-il faire pour renouer le lien entre les citoyens et les élus qui les représentent ?","QUXVlc3Rpb246MTEx - Le non-cumul des mandats instauré en 2017 pour les parlementaires (députés et sénateurs) est :","QUXVlc3Rpb246MTEy - Pourquoi ?","QUXVlc3Rpb246MTEz - Que faudrait-il faire pour mieux représenter les différentes sensibilités politiques ?","QUXVlc3Rpb246MTE0 - Pensez-vous qu'il serait souhaitable de réduire le nombre d'élus (hors députés et sénateurs) ?","QUXVlc3Rpb246MTE1 - Si oui, lesquels ?","QUXVlc3Rpb246MTE2 - Que pensez-vous de la participation des citoyens aux élections et comment les inciter à y participer davantage ?","QUXVlc3Rpb246MTE3 - Faut-il prendre en compte le vote blanc ?","QUXVlc3Rpb246MTE4 - Si oui, de quelle manière ?","QUXVlc3Rpb246MTE5 - Que faudrait-il faire aujourd'hui pour mieux associer les citoyens aux grandes orientations et à la décision publique ? Comment mettre en place une démocratie plus participative ?","QUXVlc3Rpb246MTIw - Faut-il faciliter le déclenchement du référendum d'initiative partagée (le RIP est organisé à l'initiative de membres du Parlement soutenu par une partie du corps électoral) qui est applicable depuis 2015 ?","QUXVlc3Rpb246MTIx - Si oui, comment ?","QUXVlc3Rpb246MTIy - Que faudrait-il faire pour consulter plus directement les citoyens sur l'utilisation de l'argent public, par l'Etat et les collectivités ?","QUXVlc3Rpb246MTIz - Quel rôle nos assemblées, dont le Sénat et le Conseil économique, social et environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ?","QUXVlc3Rpb246MTI0 - Faut-il les transformer ?","QUXVlc3Rpb246MTI1 - Si oui, comment ?","QUXVlc3Rpb246MTI3 - Que proposez-vous pour renforcer les principes de la laïcité dans le rapport entre l'Etat et les religions de notre pays ?","QUXVlc3Rpb246MTI4 - Comment garantir le respect par tous de la compréhension réciproque et des valeurs intangibles de la République ?","QUXVlc3Rpb246MTI5 - Que faudrait-il faire aujourd'hui pour renforcer l'engagement citoyen dans la société ?","QUXVlc3Rpb246MTMw - Quels sont les comportements civiques qu'il faut promouvoir dans notre vie quotidienne ou collective ?","QUXVlc3Rpb246MTMx - Que faudrait-il faire pour favoriser le développement de ces comportements civiques et par quels engagements concrets chacun peut-il y participer ?","QUXVlc3Rpb246MTMy - Que faudrait-il faire pour valoriser l'engagement citoyen dans les parcours de vie, dans les relations avec l'administration et les pouvoirs publics ?","QUXVlc3Rpb246MTMz - Quelles sont les incivilités les plus pénibles dans la vie quotidienne et que faudrait-il faire pour lutter contre ces incivilités ?","QUXVlc3Rpb246MTM0 - Que peuvent et doivent faire les pouvoirs publics pour répondre aux incivilités ?","QUXVlc3Rpb246MTM1 - Quel pourrait être le rôle de chacun pour faire reculer les incivilités dans la société ?","QUXVlc3Rpb246MTM2 - Quelles sont les discriminations les plus répandues dont vous êtes témoin ou victime ?","QUXVlc3Rpb246MTM3 - Que faudrait-il faire pour lutter contre ces discriminations et construire une société plus solidaire et plus tolérante ?","QUXVlc3Rpb246MTM4 - Pensez-vous qu'il faille instaurer des contreparties aux différentes allocations de solidarité ?","QUXVlc3Rpb246MTM5 - Si oui, lesquelles ?","QUXVlc3Rpb246MTQx - Que pensez-vous de la situation de l'immigration en France aujourd'hui et de la politique migratoire ? Quelles sont, selon vous, les critères à mettre en place pour définir la politique migratoire ?","QUXVlc3Rpb246MTQy - En matière d'immigration, une fois nos obligations d'asile remplies, souhaitez-vous que nous puissions nous fixer des objectifs annuels définis par le Parlement ?","QUXVlc3Rpb246MTQz - Que proposez-vous afin de répondre à ce défi qui va durer ?","QUXVlc3Rpb246MTQ0 - Quelles sont, selon vous, les modalités d'intégration les plus efficaces et les plus justes à mettre en place aujourd'hui dans la société ?","QUXVlc3Rpb246MTQ1 - Y a-t-il d'autres points sur la démocratie et la citoyenneté sur lesquels vous souhaiteriez vous exprimer ?"
"UHJvcG9zYWw6NTY0NzU0MTYtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-80","actions citoyennes","2019-01-22 10:16:01","2019-01-22 10:16:01",,false,,"VXNlcjpkYzY0MmYxYi0xZDQ0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","13250","au maire, il reste le représentant des citoyens de la commune le plus proche et accessible","Non",,,"Une bonne chose",,"mettre une dose de proportionnelle plus représentative au parlement","Non",,"pour les inciter, seuls les citoyens ayant votés à toutes les élections précédentes pourront participer au référendum","Oui","simplement pour donner une réelle vision du pourcentage de citoyens ayant voté pour le ou les élus","par la mise en place de référendum","Oui","pas de changement pour ce qui est du parlement mais 10% des votants aux élections précédentes et non pas 10% du corps électorale",,,"",,,,"rendre l'accès au référendum que pour les citoyens ayant votés",,,,,,,,,"",,,,,,
"UHJvcG9zYWw6NTYzOGMyMzYtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-79","Refonte des limitations de vitesse en France","2019-01-22 10:16:01","2019-01-22 10:16:01",,false,,"VXNlcjpmZGMzMzVhZi0xOWMyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","30126",,"",,,"",,,"",,,"",,,"",,,,"",,,,,,"Passer d’une approche coercitive à une approche de responsabilisation.  Objectifs de cette proposition : 	Sortir d’un modèle perçu comme étant répressif. 	Responsabiliser le conducteur. 	Renforcer la lutte contre la vitesse dans les zones dangereuses.  Idées forces de cette proposition : 	Responsabiliser le conducteur. 	Libérer la vitesse sur toutes les zones non dangereuses. 	Limiter la vitesse dans les zones à danger. 	Equiper les véhicules des outils de supervision et d’alerte au conducteur.  Responsabiliser le conducteur. 	Le conducteur est en charge de l’adaptation de sa vitesse aux circonstances. 	La vitesse est préconisée d’une manière générale sur l’ensemble du territoire. (préconisations équivalentes aux limitations actuelles) 50 en agglomération, 90 sur les routes à double sens, 110 sur les voies rapides, 130 sur autoroute. 	Tout accident survenu au-delà de la vitesse préconisée implique la responsabilité du conducteur (50% de responsabilité au minimum).  Libérer la vitesse sur toutes les zones non dangereuses. 	Le dépassement de la vitesse préconisée, n’est pas répréhensible, s’il n’y a pas d’accident. 	Le conducteur doit adapter sa vitesse aux circonstances. 	Les limitations de vitesse n’ont jamais empêché le conducteur qui voulait ne pas les respecter de le faire.  Limiter la vitesse dans les zones à danger. 	Les zones présentant un danger sont limitées strictement. 	Les dispositifs de contrôle de la vitesse sont positionnés uniquement dans ces zones. 	La vigilance du conducteur s’en trouve renforcée, car les panneaux moins nombreux sont plus repérables. 	Les sanctions pour dépassement de limitation de vitesse sont très fortement renforcées (amendes, retrait et annulation de permis).  Equiper les véhicules des outils de supervision et d’alerte au conducteur. 	Les véhicules sont équipés obligatoirement de série d’un GPS, alertant le conducteur des dépassements de vitesse dans les zones limitées. Les autorités sont en charge de prévenir les éditeurs de logiciel GPS des zones et limitations de vitesse, avant leur mise en œuvre. Idem pour les zones de travaux limitées dans le temps. 	Les véhicules sont équipés obligatoirement de série d’un dispositif d’enregistrement des paramètres de circulation (vitesse, décélérations, images avant et arrière) pour les 10 dernières minutes, précédent un éventuel choc. 	Ces dispositifs doivent être non modifiables par un utilisateur non autorisé.",,,,,,,"",,,,,,
"UHJvcG9zYWw6NWM1ZDY5N2QtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-81","Suppression du Sénat et renforcement de la décentralisation","2019-01-22 10:16:11","2019-01-22 10:16:11",,false,,"VXNlcjpmZTQxYTk0NC0xZDY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","75017",,"",,,"",,,"",,,"",,,"",,,,"",,,,,,,,,,,,,"",,,,,,"Suppression du Sénat et renforcement du pouvoir et des moyens des collectivités locales avec une instauration du referendum local."
"UHJvcG9zYWw6NWM3MTNkN2ItMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-82","Exigeons des élus avec un casier judicaire vierge!","2019-01-22 10:16:12","2019-01-22 10:16:12",,false,,"VXNlcjo0MTI4MzkyNC0xZGI2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","69500","Les élus locaux qui sont plus près de nos préoccupations.","Non",,"Des élus honnêtes et donc une obligation de casier judiciaire vierge pour tous les maires, députés, sénateurs, ministres.","Une bonne chose","Ils ne peuvent pas s'occuper de tout de partout.","Une proportionnelle intégrale.","Oui","Trop d'accumulations entre les communautés de commune, les métropoles, les villes, etc... où l'on retrouve les mêmes élus!",,"Non",,"Un référendum d'initiative.","Oui","Faire comme en Suisse où cela se passe très bien.",,,"Oui","Diminuer le nombre de sénateurs et de députés et surtout leurs avantages et privilèges.","Renforcer la loi de 1905 en appliquant strictement la loi et en faisant respecter l'interdiction du voile intégral.",,,,,,,,,"Des français insultés et traités souvent de sales blancs sans que personne ne bronche! Les tag ""ni..ue la France!""",,"Non",,"Accueillir uniquement les vrais réfugiés et renvoyer immédiatement les clandestins y compris les mineurs.","Comme de nombreux pays il faut une immigration choisie en fonction des emplois.","Une réponse ferme en renvoyant immédiatement dans leurs pays les déboutés du droit d'asile et tous les étrangers qui commettent des délits tels que vols, viols, meurtres.","Les étrangers parlent plus leur langue avec leurs enfants que ceux qui arrivaient il y a 20 ans et parlaient français pour s'intégrer. Il faut donc plus de cours de langue et de citoyenneté.",
"UHJvcG9zYWw6NjA1ZjJkMjEtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-83","MODIFICATION CONSTITUTION ET DUREE DES MANDATS","2019-01-22 10:16:18","2019-01-22 10:16:18",,false,,"VXNlcjpjZWIwMTIxNS0xZTE4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","17580",,"Non",,,"Une bonne chose",,,"Oui","Les deux",,"Oui","Le vote blanc reste marginal. Je pense qu'en les prenant en compte dans les suffrages exprimés, cela n'aurait pas d'incidence majeure sur le calcul des scrutins",,"Non",,,"Je pense que le conseil économique pourrait être supprimé mais pas le sénat. Le principe du bicamérisme fonctionne correctement et existe dans d'autres grandes démocraties (Allemagne, Grande Bretagne notamment)","Oui","Pour le conseil économique et social","Peut-être l'inscrire dans la constitution au même titre que la liberté, l'égalité et la fraternité. Je crois qu'Olivier FALORNI, mon député, l'avait suggéré",,,,,,"La petite délinquance","La question peut se poser sur les peines de prison inférieures à deux ans ou peu de condamnés les font et sur les remises de peine automatiques",,,,"Oui","Le revenu de solidarité active n'a d'actif que le nom.","Il y a trop d'immigration incontrôlée. J'étais moi-même huissier de justice en Seine Saint Denis et ai pu voir dans les cités de nombreuses personnes squattant les logements et qui étaient sans papiers, qui sont régularisées trop rapidement ou qui font l'objet d'une mesure d'expulsion non exécutée.","Peut-être mais celles-ci seraient elles efficaces ? Je pense qu'il faut être plus rapide dans la décision administrative (l'intéressé reste ou est expulsé) et si l'expulsion est prononcée, celle-ci doit être vite exécutée.","Voir ci-dessus",,"Je ne sais pas si cela fait partie de ce chapitre mais je pense qu'il faudrait rééquilibrer les rôles de l'exécutif et du Parlement en supprimant l'article 49-3 de la Constitution ainsi que le droit de recourir aux ordonnances par le gouvernement.  Enfin, je suis pour la suppression du droit de grâce du Président dans la Constitution, qui pouvait (et encore) avoir une justification lorsque la peine de mort existait et que le double degré de juridiction n'existait pas pour les cours d'assises.  Lorsque la justice est passée, la peine doit être appliquée. La grâce de Jacqueline SAUVAGE pose problème et a engendré une polémique après deux arrêts de cours d'assises. Le fait du prince (le droit de grâce), réminiscence de l'ancien régime revient à revenir sur une décision de justice et peut aussi apparaître comme une entorse à la séparation des pouvoirs."
"UHJvcG9zYWw6NzBmNGI5OWYtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-85","Pour le suffrage universel direct dans les intercommunalités","2019-01-22 10:16:46","2019-01-22 10:16:46",,false,,"VXNlcjplMjg2YzMwMi0xZTI1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Élu / élue et Institution","71400",,"Oui",,"Élire les conseillers communautaires au suffrage universel direct pour permettre le choix collectif d'un vrai projet de territoire partagé","Une bonne chose",,"Instaurer la proportionnelle, y compris dans les communautés de communes","Oui","Députés","Une vraie démocratie dans les EPCI","Oui",,,"Oui",,,,"Oui",,,,,,,,,,,,,"",,,,,,
"UHJvcG9zYWw6NzEzMDBiYjQtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-86","démocratie responsable","2019-01-22 10:16:46","2019-01-22 10:16:46",,false,,"VXNlcjpjMGI5MDIxMS0xZDlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","71100","député, car sur le terrain","Non",,"que les citoyens écoutent les élus et vice-versa.","Une mauvaise chose","d'un côté des élus coupés du monde sur la planète Paris, de l'autre... les autres.","rien","Oui","communautés d'agglomération, cantons","ristourne financière aux votants","Oui","à comptabiliser comme les autres votes bien sûr.","question non-sens : où est la compétence du citoyen de base que je suis??","Non",,"pas de compétence du citoyen pour décider","droit de veto du Sénat  qui n'est présentement que consultatif","Oui","réduction du nombre de députés et sénateurs, imposition des élus COMME le citoyen","fermeté ABSOLUE dans les écoles","éducation civique scolaire renforcée","sans solution","stop aux incivilités de toutes sortes (vélos sur les trottoirs, piétons qui traversent au mépris des feux, dépôt d'ordures sauvages...) par l'éducation puis la répression.","idem","rien","vélos et piétons sans foi ni loi, éducation et ensuite répression","idem","éducation...","racisme anti-blanc","répression sévère du communautarisme","Oui","travaux d'intérêt général","STOP à l'immigration sauvage; intégration ciblée selon les compétences","oui","fermeté inébranlable face à la banalisation de l'immigration","éducation, rôle ESSENTIEL de l'école, AVEC soutien aux professeurs et aux chefs d'établissement","droit de vote seulement pour les assujettis à l'impôt"
"UHJvcG9zYWw6NzFlY2I3ZDgtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-87","abrogation de la loi 416-685 du 13/04/46dote loi Marthe Richard","2019-01-22 10:16:48","2019-01-23 18:06:11",,false,,"VXNlcjpiZWM4ZmE2My0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","39310","les municipalités","Non",,"créer une assemblée citoyenne par tirage au sort","Une bonne chose","la politique et la représentation du peuple ne devrait pas être un métier","des citoyens tirés au sort","Oui","les députés et surtout les sénateurs","crédibilité de candidats","Oui","copte le blanc comme un suffrage valablement émis","Assemblée citoyenne tirés au sort avec possibilité encadrée d'organiser RIC","Je ne sais pas","attention au dévoiement et aux manipulations de la méthode","la chasse au gaspillage et aux dépenses de copinage et d'achats de voix","Ils ne font rien, qu'il continuent mais que cela ne nous coute rien","Oui","que leur frais soient remboursées c'est normal, mais quand on est au service de la nation, on n'a pas à toucher des salaires au delà du décent","Rien le mieux étant l'ennemi du bien? On ne change pas ce qui marche","L'école, mais à commencer par la formation des enseignants","l'éducation","le ""care"", la bienveillance et surtout la bonne humeur","changer la devise de la France par ""Bon sens, bonne foie, bonne humeur""","?","La gueule de croc mort de mes concitoyens","Tolérance 0 (ou presque)","Commencer par sois même","Aucune","ne pas inventer des discréminations là ou il n'y en a pas, simplement pour faire fond de commerce à des associations ou  politique","Oui","travaux d'intérêt collectif et social","Valeur morale","oui","Faut rigoler, on dit que personne n'est irremplaçable ben si: Coluche, F. Blanche....","L'école",
"UHJvcG9zYWw6ODE4MjE0ZjYtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-88","non cumul des mandats et autres","2019-01-22 10:17:14","2019-01-22 10:17:14",,false,,"VXNlcjoxYzI1YmZkNy0xYTU3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","44880","Le député, à condition qu'il soit plus souvent dans sa circonscription, et qu'il soit à l'écoute de ses administrés, et enfin que cesse le clientélisme.","Non",,"que les lois soient les mêmes pour toutes et tous","Une bonne chose","Par ce qu'on ne peut pas être au four et au moulin",,"Oui","le personnel des communautés de commune, et surtout surveiller l'absentéisme .","participation, oui , mais pitié pas de référendum pour un oui ou un non.","Oui","en le comptabilisant de la même manière que les autres bulletins .","dans ce domaine, je crains fort qu'il n'y ai pas de solution miracle, que nos élus fassent bien leur boulot, ça sera pas si mal que ça.","Non",,,,"",,"maintenir les lois déja en place",,"que chaque citoyen percevant des aides de l'état puisse durant cette période participer aux travaux de sa commune","si les élus donnent l'exemple, je pense que le civisme se porterait mieux","idem",,"l'incivilité de certains élus et par la même leur impunité ( Voir les époux Balkany )","appliquer avec sévérité les lois existantes",,"la couleur de peau, l’homosexualité","oh là, vaste programme...","Oui","déja répondu plus haut",,"Ecouter ce que disait Michel Rocard La France, ne peu pas récupérer toute la misère du monde",,,
"UHJvcG9zYWw6ODgwZDM4MGItMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-89","Augmentation des retraites","2019-01-22 10:17:25","2019-01-22 10:17:25",,false,,"VXNlcjpmZmMzYjk5NC0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","71200",,"",,,"",,,"",,,"",,,"",,,,"",,,,,,,,,,,,,"",,,,,,"Indexation de toutes les retraites de tous les retraités par rapport à l’augmentation du cout de la vie. En conséquence augmentation de toutes les retraites de 1.8 % en 2019 avec effet rétroactif au 01/01/2019. Suppression des 1.7 % de CSG pour toutes les retraites de tous les retraités."
"UHJvcG9zYWw6OWEzMTk3YmUtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-90","avis","2019-01-22 10:17:55","2019-01-22 10:17:55",,false,,"VXNlcjo2ZmVhOGI4My0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","91800",,"",,"Que ces élus fassent partie du peuple et gagnent autant que le peuple et ne vivent donc pas dans autre monde rempli de privilèges, qu'ils arrivent à vivre avec 1500 ou 2000€ par mois comme nous tous","Une bonne chose",,,"Non",,"Que le vote change les choses ce qui n est pas le cas","Oui","En faisant qu'un élu ne le soit pas si le vote blanc dépasse son nombre de votes à lui","référendums plus fréquents et dont l issue serait respectée et appliquée","Oui",,,,"",,,,,,,,,,,,,"",,"On ne peut pas laisser les autres êtres humains mourir chez eux ou devant notre porte",,"Impliquer les citoyens",,
"UHJvcG9zYWw6OWIyZTExZDMtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-91","Eviter la captation des médias par les puissances d'intérêts privés.","2019-01-22 10:17:57","2019-01-22 10:17:57",,false,,"VXNlcjoxNThlMzc0Ny0xOTU3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","51100",,"",,,"",,"Avant de voter un citoyen pense et s'informe. Les médias ont un rôle important dans la constitution de cette pensée. Or une grande majorité d'entre eux est possédée par de grands groupes privés qui orientent considérablement leur ligne éditoriale. Cette situation conduit à un manque de pluralisme flagrant dans les médias qui nuit au bon déroulement de la vie politique française. A travers la possession des médias, les grandes puissances privées s'assurent la main mise sur les hommes et le femmes politiques qui ont besoin d'eux pour se faire élire.  Pour remédier à ce problème, je propose d’interdire la possession de journaux, de radio ou de télé par des acteurs privés extérieurs au média en question. Tout média doit apartenir à ses journalistes, qui doivent en être automatiquement actionnaires. Ces médias doivent être financés par les ventes et par un soutien de l'Etat : sur sa fiche d’imposition, chaque français indiquera dans sa ""redevance médiatique"" les médias qu'il soutient. Ainsi garantirons-nous une presse indépendante et représentative des opinions et des goûts de la population.","",,,"",,,"",,,,"",,,,,,,,,,,,,"",,,,,,
