,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
185,VXNlcjpiODZlMmZiMy0xZDVmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NmUwNjQ1YzUtMjA3OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-20368,Pour une écoute plus positive du citoyen Et une responsabilité assumée des politiques,2019-01-25 09:15:52,2019-01-25 09:15:52,,False,,Citoyen / Citoyenne,20000, inconscience grand pays pollueur absence sanction international effectives, responsabilité état pollueur sanction international politique commune lisible europe,Oui, intempérie tempetes,Oui, privilégier transports commun marche utilisation réduire voiture tri dechets maîtriser gestion chauffage, faciliter accès aider ue citoyen savoir aller coûter changement mode chauffage intégrer crédit impôt facture réduire autant développer transports commun lettre placer navette parfois gratuites citoyen isoler offre devoir adapter demande inverse, élargir faciliter accès ide,Oui, développer solaire réduire ke coût instalkation,Non,, transports commun|le transport demande, mairie, politique européen unique sanction,,Corse
186,VXNlcjpiOGMxMWQ5OC0yNDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDM3NTZiNDEtMjQ3Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-37254,Vivre en harmonie avec la Nature et la Terre,2019-01-30 10:32:51,2019-01-30 10:33:47,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, falloir remplacer énergie fossile énergie renouvelables solaire usiner marémotrice géothermie moteur eau air comprimer,Oui, dérèglement climatiques affecter santé humaine vague chaleur sécheresse fréquenter ailleurs phase inondation multiplier sinistre déclarer assurance augmenter pollution air affecter qualité vie santé,Oui, adopter alimentation essentiellement bio végétarien industrie viande responsable  émission gaz effet serrer cause première augmentation cancer   être humains affecter cour vie budget sécurité sociale devenir supérieur budget etat raison insuffisante hygiène vie majorité population encourager agriculture bio essayer sauvegarder arbre planter arbre importer pouvoir carbone gaz effet serrer, forte taxation industrie polluantes système énergie fonctionner gaz effet serrer, recourir moyens transport utiliser énergie propre polluantes énergie libre grand scientifique nikola tesla devoir rendre accessible,Oui, utiliser énergie libre grand scientifique nikola tesla,Oui, rendre fréquent autobus, transports commun, collectivité publiques, faire prendre conscience solution exister énergie libre nikola tesla moteur propre reboisement massif arbre feuiller caduque, raison épuisement ressource naturel notamment minerai métal falloir taxer fortement résidence secondaire nouveau construction fin siècle épuisement minéraux fer cuivrer,Corse
187,VXNlcjpiYjRkMTkyNS0yYjhiLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmE5ZTY1NDQtMzY3ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-82383,Depenalisation du cannabis,2019-02-22 09:43:51,2019-02-22 09:43:51,2019-02-22 14:03:09,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, bateau pollueur manière générale pointer gros pollueur,Oui, pic pollution atmosphérique climat,Oui, tri sélectif manière générale inclure priorité jours écologie exemple tendre faire mieux, prix aide état trops compliquees ex isolement comble soumettre dossier soumettre plafond revenir plutôt bas opacité entreprise, falloir faire payer polluer rétribuer intégralement impôt poluer,Oui, prix moyens investir autant,Non,, vélo|vélo électrique prix élever, état collectivité municipalité, interdire import agriculture polluante production issir industrie saler, méditerranée interdire bateau polluer mer baltqiue exemple revenir titrer cannabis trouver facilement légaliser utiliser recette pollution utilisateur substance interdire rendre compter facile procurer,Corse
188,VXNlcjpiZmQxYTgwYy0xZTI5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6M2I0MmVhNTAtMWU1OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-3635,Tous concernés.,2019-01-22 16:20:20,2019-01-22 16:20:20,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, prendre conscience consommer terre mettre disposition supprimer gaspillage alimentaires,Non,,Oui, tri déchet éviter gaspiller nourriture jours faire sport ramasser déchet plastiquer citoyen jeter côté poubelle, réduire tarif transports urbains, baisser prix allonger durée trajet véhicule hybrider électriques,Oui, aider propriétaire faire contrôler perte chaleur favoriser isolation habitation,Je n'utilise pas la voiture pour des déplacements quotidiens,, transports commun, municipalité ville région ter etat grand ligne, malheureusement penser pays avancer copier, pratiquer maximum marche pied bon santé bon planète,Corse
189,VXNlcjpjMWE2ZjY3YS0yMjEzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OWMxYmI4MzktMjIxZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-28360,Solutions rejetées par l’état,2019-01-27 11:37:56,2019-01-27 11:37:56,,False,,Citoyen / Citoyenne,20000, pollution air, modifier vehicules façon pentone permettre rejet gaz effet serrer   voiture électrique foutaise fabrication batterie polluantes ainsi destruction recyclable,Oui, toucher saison correspondre canicule douceur hiver air polué donner maladie,Oui, faire tri ordure faire attention economie energie petit geste journalier entrainent baisse consommation, baisser prix moyens transports surtout augmenter nombre, modifier contrôle technique permettre garder vehicules ensuite permettre effectuer modification ingenieur pentone recommande baisse pollution maintenir but faire changer vehicules passer voiture electriques falloir prix achat bas maximum  euro gros vehicules conception cher moteur explosion autoriser vente moteur hydrogéner pays nordique,Non,,Non,, covoiturage|l auto partage|les transports commun|le transport demande|le vélo, état mairie, vouloir partager europe commencer trouver solution permettre français vivre correctement seinement solution preuve moment pouvoir exposer bon pays intelligents france souci faire voir matière sécurité routier allemagne mieux placer intelligence reprendre système gagner, permettre reduire gaz effet serrer mettre placer fabrication pétrole synthétique trouver société franco espagnol procéder consister alimenter tube transparent remplir eau algue exposer soleil cimenterie gaz effet serrer permettre multiplier algue chauffer gros température transformer pétrole synthétique entrainera baisse importantes gaz effet serrer baisse prix pétrole,Corse
190,VXNlcjpjMjE2YzgyOC0zMTMxLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTYxNTVjZTItMzEzNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-70243,save our planet.,2019-02-15 16:16:20,2019-02-15 16:16:20,,False,,,20000, dérèglement climatiques croire sécheresse, favoriser énergie alternative éolien barrage hydro électriques bio carburer solaire favoriser inciter plutôt punir taxer niveau européen kérosène,Oui, phénomène météo puissants fréquents,Oui, habiter villa faire tri déchet domestiquer ailleurs ampoule leds, pédagogie campagne pub télé, fortement subventionner isolation thermique,Non,,Non,, covoiturage,, négociation niveau européen,,Corse
191,VXNlcjpjMjg2MDMyMy0zMzc4LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NGE3NzE3OGEtMzM3Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-75036,une meilleure terre pour nos enfants,2019-02-18 13:47:03,2019-02-18 13:47:03,,False,,,20000, dérèglement climatiques croire sécheresse, inviter tri jeune âge biais école papiers cantiner suppression plastique recyclables inciter professionnel récupérer produit polluer médicament radio déconsommation produire textile venir asie afrique favoriser économie circulaire supprimer insecticide engrais chimiques refuser élevage intensif batterie revenir agriculture raisonner privilégier ferroutage,Oui, pollution ozone; modification climat hiver doux ; oiseau migrateurs; recrudescence espèce fourmi moustique présent année,Oui, tri ; achat produire locaux possible; grand utilisation voiture,,,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,, transports commun, commune communauté commune, beaucoup chose faites; falloir volonté politiquer nation,,Corse
192,VXNlcjpjN2I5NGRjMC0zNmJmLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Njk4Nzc2ODktMzZjNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-83425,PRIME CONVERSION VEHICULE,2019-02-22 18:08:02,2019-02-22 18:09:02,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, avoir discours politiquer clair précis donner consigne applicables objectif clairs entendre pourcentage annoncer respecter savoir atteindre annonce comment croire chose,Oui, inquiétude interrogation avenir perte confiance lecture constat mondiaux statistique relevé destruction espèce,Oui, consommer mieux éviter gaspillage revenir essentiel, faire action manquer personne motivation agir croire croire, apporter ménager preuve action concréter apporter conseil personnaliser impossible choisir éolien solaire nucléaire,Oui, apporter solution croire,Oui, utiliser vélo possible ruralité problème éloignement travail commerce aléa météo développer télé travail, transports commun|le covoiturage|l auto partage|le transport demande, site internet former application accessibles téléphoner apporter réponse question comment rendre, développer vraies solution durables propre, primer conversion fils  an changer voiture trop frai ct carte griser nom déclaration impôt personnel figurer avis imposition foyer imposable ==> fils pouvoir bénéficier prime avis imposition nom aider jeune riche polluer,Corse
193,VXNlcjpjNDFhMzA5ZC0xZWY2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZDUyY2ZiMTItMWYxNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-10543,"Responsabilité, Participation et Partage",2019-01-23 14:43:14,2019-01-23 14:43:14,,False,,Citoyen / Citoyenne,20000, pollution air, réduire contrôler émettre particule nuisible santé investir recherche remplacer vraie utilité pouvoir supprimer,Oui, dérèglement météo ensuivre détruire détériorer maison jardin véhiculer particulier équipement fonctionnement service public service coût énorme,Oui, tri déchet pouvoir faire organisation penser amont pouvoir public voir débat public remonter partir mairie jusqu préfecture sommet etat mettre placer exemple construction immeuble modalité tri déchet utiliser possible voiture ville voiture , fais concevoir fasse davantage accompagnement financier transports commun adapter besoin horaire environnement gens, réduction impôt significative contribuer investissement utile,Oui, réduction impôt significative contribuer investissement utile,Non,, transports commun|le transport demande, mairie communauté commune, construire projet peuple soumettre résultat pays,,Corse
194,VXNlcjpjNDI3MmM0My0yMGNiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Mzg1NDI3NTYtMjBkNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-23119,ecouter les scientifiques !,2019-01-25 20:05:46,2019-01-25 20:05:46,,False,,Citoyen / Citoyenne,20000, absence priser conscience majorité citoyen appel scientifique continuer vouloir defendre pouvoir achat  an enfant pouvoir demander savoir, avoir courage agir decroissance,Oui, rechauffement temperatures baisser niveau eau ds cour eau perte biodiversité,Oui, acheter local saison bio cher trier dechets gache eau nourriture basique, ensemble question sentir sentir habiter ds rural logement marché gouffre chauffage transports qd habiter campagne,,Oui, rendre marché locatif accessible locaux,Non,, exister ds rural,, choix aller prendre espère avoir courage oser changer cap, questionnaire tour question falloir lache acquis changer,Corse
195,VXNlcjpjNTIyNTVmYi0yMThkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTAwYjNhY2QtMjE5MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-26552,Il faut essayer,2019-01-26 18:34:25,2019-01-26 18:41:08,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, investir énergie renouvelables chose electricité public surveiller savoir seul pays pouvoir faire,Oui, chaleur croire,Oui, région corse trouver meilleur idée continuer enfouir déchet exportés malheureux forcement meilleur solution impliquer temporaire   an impôt locaux, taxer investir logement, bénéficier aider taxer prêt investir isolation logement prendre trop pouvoir économiser poster,Non,,Non,, transports commun|je  pied arret train  sécuriser, région département, poser couille table arrêter consensus penser sujet méthode bon référendum confirmer choix aller,,Corse
196,VXNlcjpjNjQ0OWJiZC0yMjUzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDJlOGFlYjgtMjI1YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-30364,écologie,2019-01-27 18:36:00,2019-01-27 18:36:00,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, contrôler travail arrêt fumée ferry arrêt voiture ville arrêt politique tourisme transports commun électriques,Oui, fatiguer,Oui, tri déchet voiturer climatisation économie consommation eau électricité manger bio, voir réponse dessus, location vélo,Oui, utiliser chauffage,Oui, marcher pied, marcher pied, équipe élysee, attendre politiques,,Corse
197,VXNlcjpjNzNmOWFmYi0xOTlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzIyMmZkZjctMjE1ZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-25039,Faire payer les grosses entreprises polluantes plutot que les petits citoyens qui subissent les choix des grandes sociétés.,2019-01-26 12:35:13,2019-01-26 12:35:13,,False,,Citoyen / Citoyenne,20000, obsolescence programée, falloir infliger grosse amender entreprendre fabriquer appareil,Non,,Non,, compagne chauffer appartement électricité trop chère, vouloir changer permanence appareil électroménager tomber temps panner falloir jeter déchetterie réparations coutent chère acheter neuf,Non,,Non,, transports commun|plus chemin fer, état, faire payer entreprise total foi faire marée noir areva foi fuite radioactive centrale nucléaire, vouloir écologie punitive artisan besoin voiture jours marrer payer chère gasoil avoir contrôle technique dur voiture foutre,Corse
198,VXNlcjpjNzRlMmZjZi0zODNmLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjRhNGFmZjItMzg0My0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-86424,Moduler les limitations de vitesse,2019-02-24 15:47:44,2019-02-24 15:47:44,,False,,Citoyen / Citoyenne,20000, pollution sol, limiter pesticide herbicide accepter réduction productivité agricole augmentation prix agricoles soumettre sévère contrôler industrie chimiques,Oui, jardin montagne,Oui, pesticide engrais alimentation locale préférence pouvoir faire réduire transports aériens chauffer domicile,, taxer incitatives exemple tri sélectif contrôler base sac pucés,Non,,Non,, difficile imaginer voiturer ruralité,, faire bilan économique action entreprendre, moduler limitation vitesse ajuster limitation fonction intensité circulation accident travail condition météo visibilité éventuelle saisonnalité voiture devoir équiper capteur message émettre panneau limitation mettre réseau gérer message afficher conducteur permanence,Corse
199,VXNlcjpjODA3ZmY0OS0xZTM0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDliYmQ2MzktMWU0ZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-2775,Généralisons la voiture à hydrogène,2019-01-22 14:53:03,2019-01-22 14:53:03,,False,,Citoyen / Citoyenne,20000, pollution air, lancer immense chantier renouvellement parc automobile infrastructure industriel hydrogène finir dépendance pollution lier hydrocarbure,Non,,Oui, consommer façon responsable législation obliger industriel produire conditionner différemment trier déchet encouragement local concéder voir déchet revaloriser rapporter argent collectivité changer carburer hydrogène électrique technologie batterie évoluer rapidement, prime former réduction abonnement seuil énergie consommer mensuellement pouvoir encourager diminuer consommation intéresser appuie compteur intelligent gratuité transports commun municipaux, encouragement fiscal plutôt punition fiscales,Non,,Oui, gratuité transports municipaux grand fréquence passage,, municipalité appuie financier état, démontrer efficacité politiquer matière plutôt tenter faire publicité mesurer inefficaces répressives servir gonfler budget général état détriment consentement impôt, crucial invertir massivement énergie renouvelables sortir énergie fossile illimiter polluer poindre amener seuil critiquer trouver,Corse
200,VXNlcjpjYzI3YjgxNC0zYzQzLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTZmMzZkZmYtM2M0Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-96420,Chacun d entre nous doit agir à son échelle,2019-03-01 18:26:03,2019-03-01 18:27:52,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, pouvoir agir simplement agir propre empreindre carbone quotidien besoin argent contraire gagner,Oui, sécheresse encourager incendie arriver porter habitation crue générer pluie diluviennes éclair provoquer inondation mort mieux tornade france fléau raison moyen terme,Oui, trier consommer mieux rationnaliser déplacement chauffer couvrir recycler acheter importer superflu,, prêt taux mieux dimensionner rapport coût réellement supporter travail voiturer,Oui, prix nouveau technologie compatible budget nouveau technologie trop onéreuses nouveau mode chauffage meilleur isolation véhiculer électriques crédit taux plafonner,Non,, transports commun, maire collectivité locale, demontrer pouvoir obtenir résultat responsabiliser moindre frai contribuer imposer scène économique pib eco responsable, nouveau technologie chauffage véhiculer électrique chers adresser patrimoine élever investissement aimer réaliser moyens situation sociale bon,Corse
201,VXNlcjpjZDBhODk5NC0zNDYwLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzhkNTI3MTAtMzQ2My0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-77539,Natura !!!!,2019-02-19 17:27:17,2019-02-19 17:27:17,,False,,,20000, biodiversité disparition espèce, tellement chose faire remettre placer système consigner éviter déchet plastiquer verre arrêt maximum jetable plastiquer solution rapide mettre placer,Oui, érosion littoral visible corser nombre fort croire tempêter augmenter année année,Non,, chauffage aller maison isoler consommer tres renoncer voiture impossible habiter région obligation importer besoin,  principal solution foyer remplacer voiture indispensables véhicule propre arrêter importation produire bouillir monder  emballage,Oui, aider acheter poil granuler,Non,, vélo, campagne impossible passer voiture marcher cour beaucoup, grand chose gros pollueur ailleurs,,Corse
202,VXNlcjpjZDdiY2JmNS0zZGEwLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Y2RkMjkyOWItM2RhNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-100542,sulfites,2019-03-03 12:30:53,2019-03-03 12:30:53,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, interdire produit chimiques nocifs,Non,,Oui, mieux trier construire transports collectif baisser tarif réhabiliter train partout, garder amplifier nucléaire sécuriser électricité chère, centime essence tipp flotante,Non,,Non, pite cyclables partout europe, transports commun|le vélo, commune obligation part hlm, fédéraliser europe, halte malbouffe bio européen prix exorbitant,Corse
203,VXNlcjpjZTJjYmYxZi0yODhlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZGNjN2I0ZGYtMjg5Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-51146,La transition écologique,2019-02-04 16:38:04,2019-02-04 16:38:04,,False,,Citoyen / Citoyenne,20000,  problème concret importer courir moyen long terme impact négatif santé vie avenir planète, premier lieu évider falloir réduire consommation énergie fossile limiter émission gaz effet serrer falloir terme français pouvoir isoler habitation chauffer déplacer aide énergie polluantes énergie exister utiliser monde pouvoir financièrement avoir accès falloir apporter aide financier importantes français modestes pouvoir participer effort national oublier industrie polluantes échelle beaucoup élever regard simple citoyen trop impacter mesure incitation réduction utilisation énergie fossile,Oui, oui asthmatique mauvais qualité air arranger saison année dire souvent ancien dérégler oui saison bienfait seulement nature découvrir printemps venir prolifération parasiter larve pouvoir survivre hiver rigoureux,Oui, petit niveau changer voiturer véhicule polluer niveau professionnel réduire largement consommation papier encrer fourniture utilité parfois discutable choix numérique également favorable mise placer employeur navette ramassage éviter prendre véhicule aller travail vivre presque quartier agir petit trajet véhicule rester indispensable moyen transport localité également favorable changement système chauffage bailleur passer gaz propane énergie polluante ainsi meilleur isolation porte fenêtrer, penser avoir comportement négatif concerner sujet faire pouvoir moyens mettre disposition exemple fournisseur grand distribution offrir trop possibilité réduire déchet emballage varier souhaitable emballage dire inutiles disparaître, engagement etat dernier donner moyens matériel financier emprise prise charger déplacement professionnel domicile travail domicile gestionnaire patrimoine immobilier public pouvoir entreprendre travail nécessaire meilleur isolation consommation énergie écologique habitation,Oui, convaincre disais haut dépendre,Oui, disais haut également favorable mise placer employeur navette ramassage employeur faire proposition,,, france air loin seule nation faire poindre souci avenir enfant planète pouvoir frapper esprits moyen visuel oral parler montrer mieux, beaucoup moyens changer véhicule polluer aide pouvoir aller jusqu  français modestes changer chose lorsqu avoir payer payer mois rester aide pouvoir aller jusqu  pouvoir faire mieux pouvoir conjuguer baisse drastique prix automobile penser aller bon sentir bon sentir regard objectif atteindre etat particulier faire effort sentir temps grand groupe faire aimer pencher sérieusement problème lier  continent majorité population français surcroit mondiale courir phénomène inquiéter aimer informer sujet surtout moyens mettre œuvre remédier,Corse
204,VXNlcjpkMmYyZGI1Ny0zZjQwLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Y2MwMzhhYWEtM2Y0NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-107698,quelques idées...,2019-03-05 13:54:21,2019-03-05 13:54:21,2019-03-05 13:57:33,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, émission ,Non,,Oui, chauffage boire isolation,,,Non,,Oui,,,, montrer exemple,  falloir re nationaliser autoroute confier privé rendre gratuites français étranger payer impôt france acquitter vignette frontière suisse ailleurs vitesse devoir illimiter tronçon sûrs allemagne falloir prendre meilleur voisins européen  falloir encourager éleveur bétail ruminer bovin ovin caprin valoriser espace herber particulièrement éleveur laitier travail considérable maintien prairie impératif écologique prairie égaler davantage culture égaler davantage érosion sol  falloir encourager accès déchetterie faire payer ordure ménagère poids déchet revenir multiplier dépôt sauvage inverse effet rechercher limiter volume déchet falloir limiter emballage développer consigne  falloir redonner possibilité particulier campagne brûler produit tailler haie arbre émission carbone inférieur consommation carburer accéder déchetterie,Corse
205,VXNlcjpkMzEwMjIzZS0xZTRjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NmI0MGM0ZDUtMWU1My0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-3239,Pour que nos petits enfants n'ai pas honte de nous,2019-01-22 15:38:44,2019-01-22 15:38:44,,False,,Citoyen / Citoyenne,20000, mer devenir poubelle géant beaucoup trop désinformation position souvent incohérentes notamment diesel, interdiction plastique bio dégradables payer correctement pêcheur nettoyer amender dissuasives pollueur mer traçage gps systématique cargo,Non,,Oui, utilisation produire bio jardin supprimer utilisation plastique, habiter campagne  kms pied faire course attirer guère, commencer baisser prix carburant corse taxer carburant chers continent,Non,,Non,, vélo, etat devoir offrir tva réduire véhicule électriques surtout vélo, création ministère européen environment pollution réchauffement climatique frontière devoir possible poids face chine user inde russie phase, consolider absolument leadership domaine nucléaire développer alternative avoir meilleur mix possible créer échelon national service nouveau service dinamo compléter voir supplanter éolien grand salle équiper nombreux vélo connecter accumulateur énergie service pouvoir fonctionner maniérer volontaire obligatoire obligatoire prison sport quotidien remplacement mitar punition correspondre nombre précis kwh produire école remplacer heure coller quartier punir incivilité faire payer casseur volontaire salle gym rémunés chômeur insérer carte crédit pouvoir recharger voir effort rémunérer limiter fortement recommander club vélo jours pluie neiger,Corse
206,VXNlcjpkMzUxMjZmZS0zNWI1LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzlhN2U1MjYtMzZjNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-83473,Impôt pour la transition ecologique,2019-02-22 18:29:57,2019-02-22 18:29:57,,False,,,20000, habitat, falloir état subventionner hauteur appréciable travail rénovation énergétique habitat individuel collectif toit fenêtrer chauffage contrepartie lever impôt proportionnel revenir français donner travail entreprendre local participer baisse chômage,Non,,Oui, tri sélectif isolation, avoir subvention simple importantes faire travail logement avoir faire dossier complexer,,Oui, financement,Non, transports commun fluide, transports commun|le transport demande, état aider collectivité locale,,,Corse
207,VXNlcjpkNGFmODUyOC0xZmM3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NjgzODc1YjQtMWZkNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-16569,LA TRANSITION ÉCOLOGIQUE,2019-01-24 13:34:35,2019-01-24 15:05:54,,False,,Citoyen / Citoyenne,20000,, réduire boulimie consommation,Oui, sécheresse rendre culture difficiles,Oui, consommer mieux, falloir développer transport commun territoire limiter transports individuel agglomération, falloir interdire vente bien neuf écologiques laisser citoyen utiliser bien posséder jusqu utilisables inciter acheter diesel ainsi terme bien écologiques disparaitront falloir répartir travail entreprendre territoire produire consommer local ainsi déplacement moindres,Oui, falloir interdire vente bien neuf écologique falloir favoriser inciter chauffage accumulation,Oui, améliorer transports commun développer piste cyclables,, état collectivité, devoir agir harmonisation européen international niveau écologique,,Corse
208,VXNlcjpkNjg0NzY5Yy0xYjc5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OTNlNWUzYTAtMzg4MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-87649,Pour une écologie raisonnée et raisonnable et non pas punitive,2019-02-24 23:14:39,2019-02-24 23:14:39,,False,,Citoyen / Citoyenne,20000, comment choisir proposition mettre vie danger urgence, arrêter politique autruche regarder problème face stopper gabegie inutiles consacrer économie planete,Oui, dérèglement notable phénomène atmosphériques érosion plage inondation,Oui, geste simple comportement changer déplacement inutiles ar exemple, devoir raisonnement personnel responsabiliser, idem pouvoir faire économie modifier comportement attendre état,Oui, problème majeur sûr coût,Je n'utilise pas la voiture pour des déplacements quotidiens,, covoiturage,, applique meme exemple emboîter, falloir trouver solution réduire nombre camion investir massivement ferroutage inciter transporteur favoriser taxer compagnie aériennes maritime activite polluantes,Corse
