Case #1
46 13
11 46
42 11
10 42
46 10
9 46
45 9
9 45
45 9
5 45
49 5
6 49
47 6
7 47
43 7
9 43
42 9
9 42
46 9
8 46
42 8
14 42
41 14
18 41
37 18
17 37
34 17
20 34
33 20
18 33
40 18
16 40
38 16
12 38
38 12
12 38
41 12
13 41
40 13
13 40
39 13
11 39
38 11
11 38
37 11
12 37
41 12
9 41
41 9
6 41
50 6
2 50
48 2
2 48
50 2
3 50
49 3
4 49
47 4
4 47
43 4
5 43
42 5
7 42
38 7
10 38
37 10
16 37
33 16
22 33
32 22
20 32
32 20
17 32
36 17
13 36
36 13
15 36
33 15
14 33
33 14
14 33
32 14
17 32
34 17
19 34
31 19
20 31
35 20
13 35
33 13
13 33
34 13
11 34
39 11
9 39
39 9
9 39
37 9
9 37
37 9
12 37
35 12
12 35
36 12
9 36
37 9
7 37
46 7
2 46
50 2
1 50
45 1
1 45
47 1
3 47
42 3
8 42
44 8
2 44
44 2
1 44
39 1
3 39
42 3
5 42
41 5
8 41
36 8
10 36
35 10
8 35
35 8
9 35
40 9
5 40
38 5
5 38
38 5
6 38
37 6
5 37
36 5
3 36
41 3
2 41
41 2
4 41
37 4
4 37
37 4
1 37
41 1
2 41
36 2
7 36
34 7
12 34
32 12
18 32
31 18
22 31
30 22
22 30
26 22
22 26
28 22
24 28
24 24
24 24
22 24
24 22
23 24
29 23
21 29
29 21
21 29
30 21
18 30
31 18
20 31
29 20
20 29
24 20
20 24
25 20
27 25
21 27
27 21
21 27
28 21
19 28
24 19
19 24
28 19
18 28
31 18
17 31
30 17
17 30
30 17
15 30
31 15
16 31
28 16
16 28
28 16
18 28
24 18
19 24
23 19
22 23
22 22
20 22
22 20
19 22
19 19
22 19
20 22
21 20
20 21
29 20
17 29
27 17
16 27
29 16
15 29
28 15
15 28
31 15
13 31
33 13
10 33
29 10
12 29
30 12
14 30
28 14
12 28
31 12
13 31
27 13
12 27
25 12
12 25
27 12
17 27
20 17
17 20
19 17
17 19
22 17
16 22
20 16
16 20
17 16
16 17
24 16
15 24
26 15
14 26
24 14
12 24
32 12
11 32
30 11
6 30
27 6
6 27
30 6
8 30
28 8
11 28
31 11
7 31
28 7
7 28
35 7
9 35
33 9
5 33
34 5
3 34
33 3
5 33
31 5
3 31
34 3
2 34
36 2
1 36
32 1
2 32
30 2
5 30
28 5
10 28
24 10
14 24
22 14
13 22
20 13
14 20
23 14
15 23
19 15
13 19
22 13
12 22
21 12
11 21
21 11
11 21
23 11
18 23
13 18
16 13
13 16
19 13
12 19
16 12
11 16
19 11
15 19
11 15
22 11
10 22
20 10
10 20
29 10
2 29
29 2
9 29
26 9
9 26
25 9
8 25
26 8
5 26
35 5
4 35
26 4
4 26
25 4
6 25
23 6
9 23
22 9
9 22
19 9
9 19
20 9
10 20
15 10
10 15
16 10
12 16
17 12
9 17
15 9
13 15
13 13
9 13
24 9
4 24
24 4
5 24
23 5
4 23
25 4
2 25
24 2
3 24
23 3
8 23
22 8
7 22
15 7
7 15
18 7
14 18
14 14
11 14
9 11
14 9
7 14
22 7
3 22
23 3
1 23
22 1
6 22
20 6
5 20
18 5
5 18
20 5
3 20
20 3
3 20
19 3
3 19
19 3
2 19
18 2
2 18
18 2
2 18
19 2
6 19
17 6
6 17
21 6
8 21
16 8
1 16
16 1
2 16
17 2
5 17
14 5
8 14
13 8
5 13
14 5
12 14
12 12
10 12
9 10
9 9
8 9
7 8
8 7
9 8
12 9
3 12
15 3
1 15
15 1
2 15
13 2
2 13
11 2
3 11
12 3
6 12
9 6
6 9
9 6
6 9
8 6
5 8
7 5
10 7
2 10
7 2
3 7
8 3
6 8
6 6
6 6
5 6
2 5
19 2
4 19
14 4
4 14
9 4
4 9
6 4
4 6
4 4
4 4
3 4
4 3
2 4
3 2
9 3
1 9
2 1
3 2
43 3

Case #58
some beads may be lost

Case #59
some beads may be lost

Case #60
49 4
43 49
49 43
44 49
50 44
42 50
49 42
48 49
45 48
48 45
44 48
48 44
43 48
48 43
46 48
45 46
47 45
47 47
47 47
44 47
47 44
44 47
46 44
41 46
48 41
40 48
48 40
42 48
47 42
40 47
46 40
41 46
50 41
39 50
48 39
39 48
48 39
38 48
49 38
37 49
46 37
45 46
45 45
44 45
42 44
44 42
43 44
42 43
45 42
40 45
44 40
41 44
43 41
42 43
41 42
41 41
43 41
40 43
42 40
40 42
40 40
47 40
38 47
47 38
36 47
48 36
35 48
48 35
33 48
48 33
35 48
47 35
38 47
45 38
37 45
45 37
36 45
50 36
34 50
45 34
38 45
44 38
36 44
44 36
39 44
40 39
39 40
42 39
37 42
42 37
34 42
43 34
36 43
41 36
37 41
40 37
39 40
37 39
40 37
36 40
39 36
37 39
46 37
35 46
47 35
31 47
45 31
33 45
50 33
28 50
50 28
27 50
49 27
30 49
45 30
31 45
47 31
32 47
46 32
29 46
48 29
28 48
48 28
26 48
50 26
24 50
50 24
24 50
48 24
25 48
49 25
23 49
49 23
22 49
49 22
21 49
50 21
20 50
48 20
23 48
47 23
21 47
47 21
20 47
49 20
17 49
49 17
18 49
47 18
19 47
48 19
24 48
46 24
28 46
45 28
27 45
45 27
26 45
45 26
32 45
44 32
33 44
43 33
32 43
43 32
31 43
44 31
30 44
44 30
26 44
44 26
27 44
43 27
26 43
44 26
25 44
44 25
24 44
44 24
25 44
43 25
25 43
45 25
20 45
44 20
24 44
43 24
33 43
41 33
35 41
39 35
33 39
41 33
38 41
36 38
38 36
36 38
36 36
38 36
37 38
35 37
37 35
33 37
33 33
35 33
40 35
30 40
41 30
32 41
39 32
34 39
34 34
38 34
32 38
42 32
29 42
42 29
29 42
40 29
30 40
41 30
28 41
39 28
29 39
40 29
27 40
40 27
27 40
39 27
30 39
37 30
28 37
41 28
26 41
41 26
23 41
41 23
23 41
46 23
17 46
44 17
17 44
44 17
16 44
49 16
15 49
48 15
15 48
48 15
15 48
47 15
15 47
47 15
22 47
43 22
21 43
43 21
19 43
45 19
18 45
43 18
18 43
43 18
16 43
43 16
24 43
40 24
26 40
39 26
26 39
39 26
31 39
38 31
29 38
38 29
26 38
37 26
26 37
38 26
31 38
36 31
32 36
34 32
30 34
35 30
31 35
31 31
33 31
32 33
30 32
36 30
28 36
36 28
26 36
38 26
29 38
33 29
28 33
35 28
26 35
39 26
25 39
42 25
18 42
42 18
21 42
40 21
23 40
39 23
24 39
37 24
24 37
36 24
24 36
38 24
23 38
37 23
22 37
39 22
21 39
36 21
25 36
35 25
25 35
32 25
29 32
34 29
24 34
34 24
23 34
34 23
24 34
35 24
27 35
33 27
23 33
33 23
27 33
31 27
27 31
29 27
24 29
32 24
23 32
32 23
23 32
29 23
28 29
27 28
31 27
21 31
28 21
24 28
30 24
26 30
27 26
24 27
26 24
21 26
37 21
22 37
35 22
22 35
33 22
22 33
41 22
20 41
38 20
20 38
40 20
19 40
40 19
19 40
40 19
18 40
40 18
18 40
41 18
16 41
44 16
15 44
43 15
17 43
50 17
14 50
43 14
14 43
47 14
12 47
47 12
11 47
50 11
13 50
43 13
13 43
43 13
10 43
43 10
10 43
43 10
15 43
41 15
17 41
40 17
13 40
40 13
18 40
38 18
20 38
37 20
20 37
35 20
20 35
37 20
18 37
38 18
19 38
39 19
13 39
41 13
14 41
49 14
9 49
50 9
7 50
49 7
9 49
47 9
8 47
46 8
12 46
39 12
16 39
45 16
11 45
44 11
8 44
43 8
11 43
40 11
10 40
40 10
11 40
39 11
10 39
39 10
9 39
40 9
15 40
42 15
8 42
42 8
8 42
40 8
8 40
40 8
17 40
36 17
17 36
36 17
18 36
35 18
18 35
38 18
11 38
38 11
16 38
37 16
19 37
34 19
20 34
32 20
22 32
30 22
20 30
31 20
25 31
25 25
24 25
27 24
23 27
25 23
24 25
24 24
21 24
23 21
29 23
20 29
30 20
22 30
27 22
20 27
27 20
20 27
31 20
18 31
33 18
16 33
32 16
16 32
31 16
16 31
36 16
10 36
38 10
9 38
41 9
14 41
35 14
12 35
48 12
7 48
47 7
3 47
47 3
7 47
48 7
2 48
48 2
4 48
50 4
6 50
46 6
7 46
40 7
7 40
43 7
6 43
40 6
6 40
45 6
2 45
49 2
5 49
46 5
1 46
46 1
3 46
43 3
4 43
42 4
3 42
44 3
2 44
43 2
2 43
44 2
1 44
42 1
2 42
43 2
5 43
40 5
6 40
39 6
8 39
38 8
8 38
38 8
15 38
37 15
13 37
34 13
10 34
35 10
9 35
34 9
15 34
30 15
14 30
30 14
19 30
29 19
19 29
26 19
22 26
22 22
25 22
20 25
25 20
20 25
23 20
21 23
20 21
28 20
15 28
28 15
15 28
28 15
14 28
33 14
11 33
33 11
17 33
27 17
16 27
27 16
14 27
27 14
14 27
31 14
18 31
25 18
19 25
19 19
23 19
18 23
26 18
17 26
26 17
14 26
26 14
15 26
32 15
11 32
32 11
11 32
31 11
11 31
37 11
8 37
37 8
6 37
35 6
8 35
34 8
12 34
30 12
11 30
33 11
10 33
31 10
10 31
36 10
7 36
34 7
13 34
29 13
10 29
30 10
11 30
28 11
13 28
26 13
13 26
27 13
12 27
26 12
12 26
27 12
11 27
32 11
9 32
30 9
9 30
32 9
7 32
41 7
4 41
39 4
2 39
39 2
5 39
40 5
1 40
39 1
3 39
38 3
3 38
38 3
2 38
38 2
1 38
39 1
4 39
37 4
3 37
37 3
5 37
35 5
3 35
37 3
2 37
37 2
4 37
34 4
2 34
34 2
3 34
35 3
1 35
34 1
8 34
33 8
8 33
33 8
5 33
30 5
8 30
29 8
8 29
28 8
9 28
27 9
10 27
26 10
9 26
27 9
8 27
31 8
7 31
31 7
3 31
31 3
3 31
32 3
4 32
30 4
7 30
27 7
8 27
26 8
7 26
26 7
15 26
25 15
17 25
23 17
15 23
23 15
18 23
22 18
18 22
21 18
15 21
24 15
14 24
25 14
11 25
25 11
13 25
23 13
14 23
22 14
13 22
24 13
12 24
24 12
10 24
23 10
12 23
22 12
11 22
25 11
8 25
28 8
3 28
31 3
2 31
32 2
1 32
31 1
1 31
31 1
1 31
30 1
1 30
32 1
6 32
25 6
7 25
29 7
4 29
29 4
2 29
29 2
4 29
25 4
4 25
26 4
1 26
28 1
2 28
27 2
3 27
25 3
9 25
24 9
9 24
23 9
7 23
23 7
3 23
25 3
16 25
19 16
15 19
20 15
18 20
16 18
18 16
15 18
20 15
17 20
17 17
15 17
16 15
15 16
19 15
13 19
18 13
13 18
21 13
11 21
20 11
11 20
22 11
8 22
22 8
10 22
20 10
10 20
20 10
12 20
18 12
14 18
17 14
14 17
15 14
16 15
12 16
15 12
13 15
19 13
11 19
17 11
11 17
18 11
7 18
22 7
9 22
20 9
9 20
21 9
3 21
21 3
8 21
20 8
9 20
19 9
8 19
20 8
6 20
20 6
5 20
20 5
5 20
17 5
11 17
15 11
10 15
13 10
14 13
9 14
14 9
12 14
10 12
10 10
11 10
16 11
8 16
16 8
7 16
15 7
5 15
22 5
4 22
24 4
2 24
25 2
1 25
24 1
2 24
22 2
1 22
21 1
4 21
17 4
4 17
17 4
3 17
17 3
3 17
20 3
1 20
19 1
1 19
19 1
6 19
16 6
4 16
15 4
4 15
16 4
3 16
18 3
2 18
18 2
1 18
18 1
1 18
16 1
8 16
12 8
9 12
11 9
8 11
9 8
10 9
5 10
9 5
5 9
11 5
7 11
8 7
7 8
12 7
4 12
10 4
4 10
13 4
6 13
14 6
1 14
18 1
2 18
12 2
6 12
8 6
6 8
6 6
8 6
5 8
6 5
5 6
5 5
5 5
7 5
4 7
8 4
2 8
13 2
1 13
15 1
3 15
10 3
3 10
10 3
1 10
10 1
3 10
7 3
3 7
9 3
1 9
7 1
3 7
5 3
3 5
5 3
4 5
3 4
3 3
1 3
3 1
1 3
3 1
1 3
5 1
2 5
2 2
1 2
4 1

Case #61
some beads may be lost

Case #62
some beads may be lost

Case #63
some beads may be lost

Case #64
some beads may be lost

Case #65
some beads may be lost

Case #66
50 3
46 50
50 46
49 50
43 49
50 43
48 50
43 48
49 43
42 49
46 42
42 46
49 42
40 49
49 40
45 49
42 45
50 42
41 50
47 41
47 47
44 47
47 44
41 47
50 41
36 50
50 36
38 50
46 38
36 46
49 36
35 49
49 35
35 49
45 35
34 45
46 34
44 46
42 44
44 42
41 44
43 41
42 43
42 42
38 42
43 38
41 43
38 41
44 38
34 44
50 34
39 50
48 39
32 48
46 32
33 46
50 33
31 50
48 31
30 48
49 30
37 49
43 37
34 43
43 34
34 43
43 34
34 43
44 34
33 44
45 33
32 45
45 32
32 45
44 32
30 44
44 30
31 44
46 31
25 46
46 25
29 46
49 29
26 49
50 26
20 50
50 20
27 50
45 27
36 45
42 36
40 42
36 40
42 36
39 42
37 39
41 37
33 41
43 33
35 43
39 35
35 39
42 35
31 42
41 31
38 41
33 38
38 33
31 38
43 31
30 43
42 30
34 42
39 34
35 39
36 35
37 36
34 37
36 34
33 36
36 33
40 36
27 40
48 27
21 48
41 21
30 41
39 30
27 39
44 27
28 44
42 28
28 42
38 28
47 38
22 47
46 22
26 46
45 26
29 45
43 29
26 43
43 26
25 43
42 25
26 42
49 26
20 49
46 20
22 46
43 22
23 43
45 23
18 45
45 18
19 45
50 19
13 50
50 13
16 50
49 16
15 49
49 15
24 49
39 24
26 39
40 26
18 40
46 18
15 46
49 15
11 49
50 11
17 50
45 17
17 45
47 17
14 47
46 14
13 46
48 13
12 48
46 12
16 46
45 16
17 45
40 17
29 40
35 29
29 35
36 29
31 36
34 31
33 34
33 33
31 33
34 31
32 34
31 32
32 31
30 32
34 30
29 34
37 29
28 37
38 28
26 38
38 26
26 38
36 26
27 36
37 27
24 37
39 24
21 39
43 21
20 43
43 20
23 43
42 23
25 42
36 25
27 36
35 27
26 35
44 26
19 44
43 19
22 43
42 22
16 42
39 16
23 39
37 23
23 37
36 23
28 36
34 28
26 34
32 26
30 32
30 30
30 30
28 30
30 28
28 30
31 28
23 31
31 23
24 31
30 24
24 30
30 24
26 30
32 26
25 32
34 25
22 34
37 22
18 37
37 18
16 37
38 16
21 38
34 21
22 34
35 22
18 35
36 18
17 36
43 17
14 43
43 14
13 43
45 13
12 45
43 12
12 43
45 12
15 45
42 15
20 42
41 20
14 41
37 14
14 37
41 14
12 41
47 12
11 47
50 11
9 50
46 9
9 46
47 9
11 47
48 11
10 48
45 10
11 45
43 11
11 43
41 11
15 41
36 15
16 36
44 16
9 44
45 9
8 45
50 8
4 50
46 4
4 46
45 4
10 45
38 10
13 38
39 13
19 39
33 19
21 33
30 21
23 30
32 23
16 32
33 16
17 33
40 17
11 40
40 11
12 40
37 12
13 37
36 13
15 36
32 15
27 32
29 27
28 29
27 28
28 27
23 28
27 23
24 27
29 24
22 29
28 22
26 28
26 26
21 26
30 21
17 30
30 17
17 30
31 17
15 31
30 15
16 30
35 16
18 35
34 18
13 34
36 13
14 36
35 14
12 35
32 12
12 32
37 12
11 37
42 11
9 42
41 9
9 41
38 9
9 38
38 9
10 38
34 10
11 34
35 11
9 35
40 9
4 40
50 4
1 50
47 1
3 47
49 3
5 49
34 5
14 34
30 14
13 30
33 13
20 33
27 20
20 27
26 20
22 26
29 22
17 29
29 17
16 29
28 16
15 28
31 15
25 31
21 25
23 21
21 23
25 21
20 25
26 20
24 26
20 24
25 20
22 25
20 22
20 20
22 20
19 22
19 19
26 19
16 26
27 16
15 27
29 15
14 29
28 14
18 28
24 18
16 24
26 16
14 26
26 14
14 26
28 14
12 28
28 12
17 28
25 17
17 25
21 17
17 21
20 17
18 20
19 18
16 19
20 16
17 20
16 17
16 16
25 16
14 25
23 14
13 23
22 13
12 22
33 12
9 33
37 9
8 37
42 8
7 42
48 7
6 48
43 6
6 43
42 6
2 42
45 2
3 45
44 3
3 44
46 3
1 46
42 1
1 42
40 1
1 40
39 1
4 39
41 4
7 41
37 7
4 37
34 4
4 34
34 4
8 34
32 8
4 32
28 4
4 28
28 4
9 28
33 9
11 33
36 11
3 36
36 3
2 36
35 2
6 35
33 6
11 33
26 11
9 26
26 9
9 26
27 9
15 27
24 15
15 24
20 15
12 20
22 12
9 22
22 9
14 22
18 14
12 18
18 12
15 18
17 15
14 17
15 14
16 15
21 16
13 21
25 13
11 25
31 11
10 31
30 10
10 30
24 10
11 24
29 11
8 29
26 8
8 26
23 8
10 23
30 10
6 30
38 6
1 38
37 1
1 37
35 1
3 35
34 3
1 34
36 1
7 36
31 7
2 31
30 2
3 30
28 3
2 28
27 2
2 27
22 2
10 22
21 10
8 21
24 8
11 24
25 11
5 25
24 5
4 24
33 4
1 33
32 1
1 32
30 1
1 30
26 1
3 26
24 3
5 24
23 5
4 23
25 4
1 25
30 1
6 30
21 6
3 21
23 3
1 23
23 1
1 23
22 1
5 22
16 5
1 16
21 1
11 21
17 11
12 17
19 12
13 19
15 13
11 15
19 11
9 19
15 9
14 15
11 14
20 11
7 20
20 7
4 20
20 4
2 20
20 2
10 20
13 10
12 13
11 12
17 11
8 17
14 8
9 14
12 9
6 12
14 6
7 14
11 7
7 11
11 7
5 11
12 5
10 12
6 10
10 6
13 10
8 13
15 8
1 15
15 1
1 15
20 1
3 20
13 3
3 13
11 3
9 11
18 9
2 18
13 2
2 13
12 2
8 12
9 8
2 9
10 2
3 10
7 3
2 7
6 2
2 6
11 2
1 11
9 1
1 9
6 1
2 6
1 2
1 1
13 1
4 13
5 4
3 5
4 3
3 4

Case #67
46 24
47 46
48 47
40 48
47 40
31 47
47 31
45 47
45 45
40 45
46 40
49 46
43 49
40 43
45 40
38 45
36 38
46 36
33 46
46 33
32 46
48 32
29 48
47 29
39 47
49 39
30 49
32 30
46 32
37 46
45 37
35 45
43 35
31 43
37 31
40 37
39 40
35 39
39 35
35 39
38 35
42 38
26 42
42 26
33 42
38 33
33 38
39 33
20 39
46 20
27 46
48 27
25 48
45 25
27 45
40 27
28 40
37 28
33 37
28 33
37 28
35 37
29 35
36 29
31 36
27 31
43 27
21 43
42 21
21 42
48 21
16 48
48 16
41 48
26 41
44 26
25 44
49 25
18 49
40 18
18 40
46 18
16 46
40 16
18 40
43 18
19 43
44 19
14 44
48 14
12 48
46 12
24 46
36 24
22 36
33 22
22 33
33 22
50 33
9 50
49 9
10 49
44 10
13 44
43 13
25 43
30 25
25 30
30 25
34 30
20 34
33 20
19 33
39 19
16 39
40 16
21 40
36 21
23 36
41 23
12 41
48 12
11 48
39 11
12 39
42 12
10 42
37 10
13 37
36 13
12 36
46 12
17 46
27 17
17 27
27 17
29 27
25 29
32 25
19 32
29 19
18 29
31 18
28 31
35 28
21 35
35 21
26 35
25 26
38 25
16 38
35 16
10 35
36 10
9 36
46 9
6 46
35 6
6 35
44 6
5 44
47 5
15 47
32 15
24 32
24 24
25 24
17 25
33 17
7 33
43 7
5 43
42 5
4 42
46 4
1 46
47 1
3 47
42 3
3 42
36 3
9 36
39 9
5 39
40 5
4 40
33 4
8 33
32 8
16 32
45 16
1 45
34 1
6 34
32 6
9 32
38 9
5 38
38 5
14 38
30 14
9 30
29 9
28 29
16 28
28 16
10 28
27 10
9 27
23 9
26 23
18 26
26 18
21 26
22 21
21 22
19 21
18 19
20 18
22 20
24 22
16 24
24 16
17 24
26 17
10 26
24 10
15 24
22 15
11 22
22 11
11 22
25 11
7 25
24 7
12 24
31 12
3 31
33 3
4 33
39 4
2 39
33 2
5 33
30 5
3 30
29 3
6 29
27 6
3 27
26 3
2 26
29 2
5 29
25 5
6 25
24 6
12 24
19 12
9 19
22 9
16 22
17 16
20 17
11 20
17 11
5 17
18 5
3 18
27 3
4 27
25 4
4 25
28 4
13 28
12 13
13 12
3 13
3 3
18 3
9 18
23 9
6 23
19 6
6 19
21 6
10 21
15 10
2 15
12 2
2 12
23 2
1 23
20 1
7 20
10 7
5 10
8 5
7 8
5 7
14 5
1 14
2 1
7 2
4 7
17 4
9 17
9 9
6 9
6 6
5 6
5 5
4 5
24 4

Case #68
50 27
49 50
48 49
45 48
47 45
44 47
48 44
41 48
49 41
46 49
45 46
45 45
46 45
44 46
47 44
41 47
48 41
43 48
45 43
50 45
39 50
48 39
35 48
50 35
40 50
46 40
39 46
45 39
41 45
44 41
39 44
41 39
39 41
49 39
38 49
45 38
40 45
47 40
35 47
49 35
37 49
45 37
35 45
48 35
34 48
50 34
42 50
40 42
38 40
40 38
42 40
37 42
40 37
39 40
37 39
39 37
38 39
37 38
46 37
36 46
46 36
33 46
44 33
35 44
47 35
34 47
47 34
32 47
42 32
36 42
43 36
33 43
48 33
31 48
48 31
30 48
43 30
35 43
40 35
35 40
41 35
33 41
39 33
30 39
39 30
30 39
43 30
31 43
45 31
34 45
50 34
29 50
49 29
25 49
48 25
25 48
50 25
26 50
46 26
25 46
49 25
24 49
48 24
27 48
43 27
34 43
40 34
36 40
38 36
35 38
37 35
36 37
35 36
34 35
35 34
38 35
33 38
37 33
33 37
35 33
34 35
36 34
31 36
37 31
30 37
47 30
24 47
46 24
24 46
47 24
23 47
48 23
28 48
45 28
29 45
41 29
29 41
41 29
29 41
36 29
31 36
33 31
31 33
44 31
23 44
46 23
26 46
42 26
26 42
41 26
26 41
40 26
26 40
43 26
27 43
38 27
26 38
45 26
24 45
50 24
22 50
50 22
20 50
47 20
19 47
45 19
22 45
48 22
21 48
44 21
24 44
41 24
28 41
37 28
27 37
36 27
27 36
37 27
26 37
39 26
25 39
40 25
32 40
35 32
34 35
26 34
34 26
26 34
37 26
24 37
40 24
22 40
39 22
25 39
34 25
25 34
43 25
23 43
46 23
20 46
49 20
16 49
49 16
15 49
49 15
18 49
48 18
16 48
47 16
18 47
45 18
17 45
46 17
15 46
46 15
16 46
45 16
18 45
44 18
18 44
44 18
20 44
43 20
21 43
42 21
20 42
38 20
20 38
39 20
22 39
37 22
22 37
40 22
18 40
44 18
19 44
38 19
19 38
39 19
18 39
50 18
14 50
46 14
15 46
43 15
16 43
48 16
13 48
45 13
13 45
49 13
11 49
48 11
9 48
49 9
12 49
45 12
13 45
46 13
11 46
45 11
17 45
44 17
14 44
42 14
14 42
44 14
12 44
42 12
12 42
43 12
11 43
50 11
10 50
47 10
10 47
45 10
10 45
46 10
7 46
48 7
5 48
46 5
9 46
50 9
8 50
45 8
10 45
43 10
10 43
43 10
9 43
42 9
7 42
50 7
6 50
45 6
5 45
50 5
2 50
50 2
4 50
42 4
4 42
45 4
3 45
45 3
3 45
42 3
11 42
44 11
6 44
43 6
17 43
40 17
16 40
40 16
23 40
36 23
23 36
36 23
23 36
34 23
29 34
33 29
26 33
33 26
32 33
30 32
35 30
27 35
32 27
26 32
32 26
31 32
31 31
30 31
28 30
31 28
26 31
31 26
29 31
28 29
26 28
30 26
24 30
35 24
16 35
35 16
22 35
32 22
22 32
32 22
25 32
28 25
25 28
31 25
22 31
34 22
19 34
34 19
19 34
36 19
18 36
34 18
20 34
31 20
27 31
27 27
27 27
25 27
33 25
23 33
33 23
18 33
41 18
13 41
41 13
15 41
39 15
21 39
32 21
21 32
32 21
23 32
27 23
26 27
25 26
29 25
22 29
29 22
18 29
36 18
15 36
40 15
13 40
40 13
10 40
40 10
13 40
39 13
13 39
41 13
11 41
39 11
11 39
41 11
9 41
39 9
13 39
37 13
9 37
41 9
14 41
36 14
14 36
34 14
13 34
33 13
13 33
38 13
11 38
36 11
9 36
37 9
7 37
39 7
4 39
39 4
4 39
37 4
7 37
38 7
17 38
32 17
14 32
32 14
12 32
34 12
11 34
32 11
13 32
29 13
21 29
28 21
13 28
28 13
24 28
26 24
24 26
25 24
24 25
23 24
25 23
21 25
23 21
21 23
26 21
22 26
27 22
20 27
26 20
20 26
27 20
18 27
27 18
18 27
27 18
19 27
26 19
18 26
26 18
22 26
22 22
30 22
14 30
31 14
12 31
31 12
12 31
30 12
16 30
26 16
17 26
27 17
14 27
27 14
13 27
27 13
12 27
29 12
15 29
35 15
9 35
35 9
9 35
41 9
8 41
49 8
2 49
48 2
1 48
46 1
2 46
45 2
1 45
43 1
2 43
39 2
2 39
36 2
2 36
36 2
7 36
41 7
8 41
35 8
7 35
33 7
8 33
31 8
11 31
29 11
11 29
26 11
18 26
25 18
17 25
17 17
17 17
17 17
20 17
23 20
21 23
24 21
19 24
22 19
15 22
25 15
14 25
25 14
13 25
20 13
21 20
18 21
19 18
18 19
18 18
18 18
15 18
18 15
19 18
23 19
11 23
26 11
12 26
25 12
12 25
21 12
11 21
30 11
9 30
32 9
7 32
33 7
4 33
38 4
5 38
41 5
6 41
35 6
5 35
35 5
3 35
35 3
2 35
35 2
6 35
32 6
5 32
32 5
4 32
40 4
10 40
34 10
10 34
27 10
9 27
27 9
10 27
26 10
9 26
30 9
7 30
30 7
8 30
22 8
14 22
18 14
14 18
19 14
12 19
25 12
10 25
23 10
16 23
17 16
16 17
15 16
16 15
13 16
16 13
15 16
17 15
12 17
16 12
15 16
13 15
13 13
18 13
14 18
24 14
9 24
27 9
7 27
31 7
6 31
31 6
5 31
29 5
6 29
34 6
2 34
34 2
2 34
32 2
4 32
29 4
6 29
22 6
6 22
24 6
9 24
20 9
9 20
23 9
10 23
21 10
8 21
28 8
5 28
27 5
7 27
26 7
2 26
24 2
2 24
33 2
3 33
28 3
4 28
38 4
1 38
26 1
5 26
23 5
5 23
21 5
8 21
19 8
11 19
18 11
8 18
20 8
3 20
22 3
2 22
23 2
1 23
21 1
2 21
20 2
6 20
17 6
10 17
16 10
11 16
13 11
11 13
10 11
16 10
9 16
15 9
7 15
18 7
8 18
16 8
14 16
12 14
8 12
14 8
7 14
16 7
6 16
15 6
9 15
11 9
8 11
11 8
7 11
19 7
2 19
19 2
3 19
25 3
4 25
18 4
2 18
17 2
1 17
14 1
5 14
10 5
8 10
9 8
8 9
8 8
8 8
9 8
7 9
8 7
13 8
1 13
18 1
4 18
16 4
2 16
15 2
4 15
10 4
6 10
9 6
4 9
8 4
5 8
5 5
5 5
6 5
7 6
4 7
7 4
12 7
2 12
10 2
2 10
16 2
3 16
9 3
3 9
8 3
3 8
9 3
2 9
6 2
2 6
7 2
1 7
3 1
27 3

Case #69
some beads may be lost

Case #70
some beads may be lost

Case #71
48 10
49 48
50 49
47 50
50 47
46 50
50 46
49 50
46 49
48 46
46 48
49 46
45 49
49 45
44 49
48 44
47 48
46 47
46 46
42 46
46 42
45 46
45 45
44 45
50 44
41 50
50 41
43 50
49 43
41 49
50 41
40 50
49 40
40 49
49 40
39 49
49 39
39 49
47 39
43 47
45 43
44 45
44 44
41 44
44 41
42 44
45 42
43 45
42 43
43 42
41 43
44 41
40 44
43 40
42 43
41 42
42 41
40 42
42 40
46 42
38 46
47 38
37 47
47 37
34 47
50 34
36 50
49 36
31 49
49 31
35 49
48 35
30 48
48 30
36 48
44 36
36 44
43 36
39 43
39 39
45 39
38 45
42 38
41 42
40 41
41 40
40 41
36 40
46 36
34 46
44 34
34 44
47 34
37 47
41 37
37 41
42 37
35 42
40 35
35 40
45 35
31 45
46 31
28 46
48 28
32 48
50 32
33 50
47 33
30 47
47 30
33 47
44 33
30 44
50 30
29 50
50 29
25 50
50 25
26 50
49 26
25 49
50 25
23 50
50 23
23 50
50 23
29 50
47 29
32 47
42 32
32 42
42 32
34 42
41 34
34 41
41 34
34 41
40 34
37 40
37 37
38 37
39 38
36 39
39 36
34 39
43 34
33 43
40 33
33 40
40 33
32 40
43 32
28 43
45 28
25 45
46 25
29 46
44 29
27 44
44 27
26 44
44 26
31 44
41 31
30 41
40 30
30 40
41 30
29 41
40 29
31 40
36 31
37 36
30 37
39 30
28 39
39 28
28 39
35 28
34 35
28 34
34 28
28 34
35 28
29 35
36 29
30 36
42 30
27 42
39 27
32 39
31 32
29 31
31 29
32 31
28 32
48 28
24 48
48 24
22 48
45 22
24 45
44 24
25 44
40 25
26 40
39 26
25 39
49 25
21 49
48 21
23 48
50 23
19 50
49 19
20 49
48 20
20 48
46 20
17 46
49 17
19 49
48 19
16 48
46 16
18 46
50 18
15 50
